target,predictor,lag_days,n,pearson_corr,pearson_p_value,spearman_corr,spearman_p_value,interpretation
brent_return_1d,UAH_per_USD,14,1447,0.03618445433518301,0.1689151996066743,0.0023517425733065203,0.9287784753805095,UAH_per_USD(t-14) vs brent_return_1d(t)
brent_return_1d,UAH_per_USD,21,1440,0.037112029548554734,0.1592600910990178,0.005037449168308422,0.8485311044247849,UAH_per_USD(t-21) vs brent_return_1d(t)
brent_return_1d,UAH_per_USD,30,1431,0.04267492911185053,0.10660216162838311,0.0027626879571478365,0.9168381294762468,UAH_per_USD(t-30) vs brent_return_1d(t)
brent_return_1d,UAH_per_USD,45,1416,0.055295358189392484,0.037479128965506134,0.008539877730715295,0.74815299473572,UAH_per_USD(t-45) vs brent_return_1d(t)
brent_return_1d,UAH_per_USD,60,1401,0.05626688066040299,0.035217017404760256,0.008929192602357068,0.7384343191502838,UAH_per_USD(t-60) vs brent_return_1d(t)
brent_return_1d,UAH_per_USD,90,1371,0.04435073553551501,0.10069671954871337,-0.0006682773810843601,0.9802769056837031,UAH_per_USD(t-90) vs brent_return_1d(t)
brent_return_1d,RUB_per_USD,0,1460,0.009634905954467136,0.7129907092687485,-0.007784566582469495,0.7663156466837667,RUB_per_USD(t-0) vs brent_return_1d(t)
brent_return_1d,RUB_per_USD,1,1460,0.007456523315559561,0.7758944601908648,-0.011550250203081622,0.6592338863317447,RUB_per_USD(t-1) vs brent_return_1d(t)
brent_return_1d,RUB_per_USD,3,1458,0.005484190426584726,0.8342694632478914,-0.012116867108059995,0.6438749681805411,RUB_per_USD(t-3) vs brent_return_1d(t)
brent_return_1d,RUB_per_USD,7,1454,0.009049937910864189,0.7302472588202289,-0.012763465868900231,0.6267619612545172,RUB_per_USD(t-7) vs brent_return_1d(t)
brent_return_1d,RUB_per_USD,14,1447,0.006509550347558729,0.8045922018091874,-0.013032348418099415,0.6203629483259286,RUB_per_USD(t-14) vs brent_return_1d(t)
brent_return_1d,RUB_per_USD,21,1440,0.006642054271189756,0.8011708163357495,-0.013177935773805556,0.6173180673871019,RUB_per_USD(t-21) vs brent_return_1d(t)
brent_return_1d,RUB_per_USD,30,1431,0.008007252177747573,0.7621619566848883,-0.012474154710488938,0.637294213517348,RUB_per_USD(t-30) vs brent_return_1d(t)
brent_return_1d,RUB_per_USD,45,1416,0.010688130888171637,0.6877957055901361,-0.0060080470284494016,0.8212917664971988,RUB_per_USD(t-45) vs brent_return_1d(t)
brent_return_1d,RUB_per_USD,60,1401,0.00403195441602644,0.8801479245806657,-0.015860353852977117,0.5530744618459235,RUB_per_USD(t-60) vs brent_return_1d(t)
brent_return_1d,RUB_per_USD,90,1371,0.000316738033252658,0.9906512667954556,-0.01791891049315631,0.5073742030085013,RUB_per_USD(t-90) vs brent_return_1d(t)
brent_return_1d,brent_return_1d,0,1460,0.9999999999999994,0.0,0.9999999999999999,0.0,brent_return_1d(t-0) vs brent_return_1d(t)
brent_return_1d,brent_return_1d,1,1459,0.011534734067934016,0.6597722542339833,0.00681112580882388,0.7949072478181104,brent_return_1d(t-1) vs brent_return_1d(t)
brent_return_1d,brent_return_1d,3,1457,0.020884023538701106,0.42570670089779616,0.027845688254313966,0.2881529443688494,brent_return_1d(t-3) vs brent_return_1d(t)
brent_return_1d,brent_return_1d,7,1453,0.009102579412015104,0.7288295989862926,-0.015993509968314428,0.5424192611713867,brent_return_1d(t-7) vs brent_return_1d(t)
brent_return_1d,brent_return_1d,14,1446,-0.03668647087804017,0.16322282980930775,-0.07076031178338534,0.007106734368793148,brent_return_1d(t-14) vs brent_return_1d(t)
brent_return_1d,brent_return_1d,21,1439,-0.02010853226009676,0.44593209156935293,-0.01215361133167888,0.6450473461817468,brent_return_1d(t-21) vs brent_return_1d(t)
brent_return_1d,brent_return_1d,30,1430,0.012959881138178708,0.6243643768488547,-0.0058639505568581956,0.8246600982919982,brent_return_1d(t-30) vs brent_return_1d(t)
brent_return_1d,brent_return_1d,45,1415,0.0057667814975556515,0.8284139759940534,-0.007799431979781655,0.7694209532867904,brent_return_1d(t-45) vs brent_return_1d(t)
brent_return_1d,brent_return_1d,60,1400,0.02116718289502248,0.4287195427340586,0.016344279133879865,0.5411721116642747,brent_return_1d(t-60) vs brent_return_1d(t)
brent_return_1d,brent_return_1d,90,1370,-0.05547955254760062,0.04005317825131175,-0.02922428059616449,0.2797252546674295,brent_return_1d(t-90) vs brent_return_1d(t)
brent_return_1d,brent_wti_spread,0,1460,0.06295423484967469,0.016136909595910836,0.05268313270659478,0.04414690518115704,brent_wti_spread(t-0) vs brent_return_1d(t)
brent_return_1d,brent_wti_spread,1,1460,-0.07837235231220537,0.0027296520748850903,-0.07485154442746947,0.004214567801914443,brent_wti_spread(t-1) vs brent_return_1d(t)
brent_return_1d,brent_wti_spread,3,1458,-0.031830872089309424,0.22448513873188092,-0.039418698409492685,0.13246601668663432,brent_wti_spread(t-3) vs brent_return_1d(t)
brent_return_1d,brent_wti_spread,7,1454,0.009661453944920264,0.712801616413037,-0.007865448290634685,0.7644312722806071,brent_wti_spread(t-7) vs brent_return_1d(t)
brent_return_1d,brent_wti_spread,14,1447,-0.00979050692136741,0.7098090171666478,-0.01739172757034811,0.5085802030880902,brent_wti_spread(t-14) vs brent_return_1d(t)
brent_return_1d,brent_wti_spread,21,1440,-0.03680003068357961,0.1627979139312042,0.0023098647626834234,0.9302127215885273,brent_wti_spread(t-21) vs brent_return_1d(t)
brent_return_1d,brent_wti_spread,30,1431,0.02135011070074984,0.4196491021922346,0.018100386261594888,0.49386829146812605,brent_wti_spread(t-30) vs brent_return_1d(t)
brent_return_1d,brent_wti_spread,45,1416,0.013546049023974329,0.6105363590631259,0.016925737084194446,0.5245191313219832,brent_wti_spread(t-45) vs brent_return_1d(t)
brent_return_1d,brent_wti_spread,60,1401,0.04003025959737597,0.13423906090085394,0.040672020065495904,0.12810386389648942,brent_wti_spread(t-60) vs brent_return_1d(t)
brent_return_1d,brent_wti_spread,90,1371,0.0008171899750228622,0.9758832137330086,0.0003940022180143222,0.9883709086119763,brent_wti_spread(t-90) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_7,0,1459,0.05248133591898023,0.04503950676429763,0.011003647864026241,0.6745166801217848,brent_rolling_vol_7(t-0) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_7,1,1458,0.08228610311908595,0.0016629562009647747,0.041401601352545316,0.11406319718866079,brent_rolling_vol_7(t-1) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_7,3,1456,0.0660393810395005,0.011719166961801695,0.03910981108120828,0.1357976764331113,brent_rolling_vol_7(t-3) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_7,7,1452,0.04894855947456492,0.062223177431123516,0.039104253182331926,0.13639298108141173,brent_rolling_vol_7(t-7) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_7,14,1445,-0.005324933020987226,0.8397261565856349,-0.0022748452913473978,0.931148983082425,brent_rolling_vol_7(t-14) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_7,21,1438,0.010015346781373365,0.704338198365049,0.019641662625973784,0.45672222591080114,brent_rolling_vol_7(t-21) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_7,30,1429,0.008039816373967957,0.7613861562516627,0.013010192584813857,0.6231412802235382,brent_rolling_vol_7(t-30) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_7,45,1414,-0.02718807345648174,0.30694988475465623,-0.03489882165742611,0.1896733623880809,brent_rolling_vol_7(t-45) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_7,60,1399,0.0360975796831119,0.1772090969192613,0.0615174915773792,0.021387425545354038,brent_rolling_vol_7(t-60) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_7,90,1369,0.033775894952252375,0.21169327759572537,0.03954599277482805,0.14362143491806534,brent_rolling_vol_7(t-90) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_30,0,1456,0.04459284169641288,0.08895441785102798,0.021894793050293068,0.4038108450901857,brent_rolling_vol_30(t-0) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_30,1,1455,0.04802259971338775,0.06705898610068155,0.024505158454937673,0.35026623989669425,brent_rolling_vol_30(t-1) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_30,3,1453,0.04254305160056655,0.10501670101754144,0.028959612255695048,0.26995304608435683,brent_rolling_vol_30(t-3) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_30,7,1449,0.028745238640943457,0.2741786245120899,0.02470693106607149,0.34731028653986507,brent_rolling_vol_30(t-7) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_30,14,1442,0.012124279091562436,0.6455010886789135,0.016666243285719282,0.5271427834562308,brent_rolling_vol_30(t-14) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_30,21,1435,0.013423874755130887,0.6113868310873023,0.0152381790904528,0.5640921875746017,brent_rolling_vol_30(t-21) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_30,30,1426,0.004946268107017844,0.8519582901297962,0.012787252167573199,0.6294694062709678,brent_rolling_vol_30(t-30) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_30,45,1411,-0.001686707351800966,0.949525900793206,0.014149280340760849,0.5953848791595622,brent_rolling_vol_30(t-45) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_30,60,1396,0.0057676411622489526,0.8295290563467542,0.045811557751059995,0.08707629321777967,brent_rolling_vol_30(t-60) vs brent_return_1d(t)
brent_return_1d,brent_rolling_vol_30,90,1366,-0.023377724062089718,0.3879425752769551,0.012058030277862035,0.6561273801576011,brent_rolling_vol_30(t-90) vs brent_return_1d(t)
brent_return_1d,text_count,0,1460,-0.016915459237966075,0.5183885473812336,-0.02032508591825029,0.4377280686289555,text_count(t-0) vs brent_return_1d(t)
brent_return_1d,text_count,1,1460,0.003725485045560365,0.8868990045305709,-0.0166197898475605,0.525727695640674,text_count(t-1) vs brent_return_1d(t)
brent_return_1d,text_count,3,1458,-0.010095612047066153,0.7001131869969457,-0.027243784806599624,0.29853923534394916,text_count(t-3) vs brent_return_1d(t)
brent_return_1d,text_count,7,1454,0.017295938141865752,0.5098960342753673,0.003084984420015771,0.9064371117764186,text_count(t-7) vs brent_return_1d(t)
brent_return_1d,text_count,14,1447,0.0037268927013042515,0.8873588913565444,0.02718067938581532,0.30149368455515013,text_count(t-14) vs brent_return_1d(t)
brent_return_1d,text_count,21,1440,-0.003918903478633877,0.8818824042111374,-0.017217024758783114,0.5138715699090103,text_count(t-21) vs brent_return_1d(t)
brent_return_1d,text_count,30,1431,-0.036847555358565376,0.16357594553991356,-0.028706826006043396,0.2778275108169504,text_count(t-30) vs brent_return_1d(t)
brent_return_1d,text_count,45,1416,0.01843129566898842,0.4883020985037335,0.00835638066713181,0.753386978631097,text_count(t-45) vs brent_return_1d(t)
brent_return_1d,text_count,60,1401,-0.009148439028774276,0.7322553275025999,0.008897085139123845,0.7393406287918625,text_count(t-60) vs brent_return_1d(t)
brent_return_1d,text_count,90,1371,0.0011241593371977086,0.9668284839379244,-0.032078762964129565,0.2352264443294333,text_count(t-90) vs brent_return_1d(t)
brent_return_1d,text_covered,0,1460,,,,,text_covered(t-0) vs brent_return_1d(t)
brent_return_1d,text_covered,1,1460,,,,,text_covered(t-1) vs brent_return_1d(t)
brent_return_1d,text_covered,3,1458,,,,,text_covered(t-3) vs brent_return_1d(t)
brent_return_1d,text_covered,7,1454,,,,,text_covered(t-7) vs brent_return_1d(t)
brent_return_1d,text_covered,14,1447,,,,,text_covered(t-14) vs brent_return_1d(t)
brent_return_1d,text_covered,21,1440,,,,,text_covered(t-21) vs brent_return_1d(t)
brent_return_1d,text_covered,30,1431,,,,,text_covered(t-30) vs brent_return_1d(t)
brent_return_1d,text_covered,45,1416,,,,,text_covered(t-45) vs brent_return_1d(t)
brent_return_1d,text_covered,60,1401,,,,,text_covered(t-60) vs brent_return_1d(t)
brent_return_1d,text_covered,90,1371,,,,,text_covered(t-90) vs brent_return_1d(t)
brent_return_1d,image_count,0,1460,,,,,image_count(t-0) vs brent_return_1d(t)
brent_return_1d,image_count,1,1460,,,,,image_count(t-1) vs brent_return_1d(t)
brent_return_1d,image_count,3,1458,,,,,image_count(t-3) vs brent_return_1d(t)
brent_return_1d,image_count,7,1454,,,,,image_count(t-7) vs brent_return_1d(t)
brent_return_1d,image_count,14,1447,,,,,image_count(t-14) vs brent_return_1d(t)
brent_return_1d,image_count,21,1440,,,,,image_count(t-21) vs brent_return_1d(t)
brent_return_1d,image_count,30,1431,,,,,image_count(t-30) vs brent_return_1d(t)
brent_return_1d,image_count,45,1416,,,,,image_count(t-45) vs brent_return_1d(t)
brent_return_1d,image_count,60,1401,,,,,image_count(t-60) vs brent_return_1d(t)
brent_return_1d,image_count,90,1371,,,,,image_count(t-90) vs brent_return_1d(t)
brent_return_1d,image_covered,0,1460,,,,,image_covered(t-0) vs brent_return_1d(t)
brent_return_1d,image_covered,1,1460,,,,,image_covered(t-1) vs brent_return_1d(t)
brent_return_1d,image_covered,3,1458,,,,,image_covered(t-3) vs brent_return_1d(t)
brent_return_1d,image_covered,7,1454,,,,,image_covered(t-7) vs brent_return_1d(t)
brent_return_1d,image_covered,14,1447,,,,,image_covered(t-14) vs brent_return_1d(t)
brent_return_1d,image_covered,21,1440,,,,,image_covered(t-21) vs brent_return_1d(t)
brent_return_1d,image_covered,30,1431,,,,,image_covered(t-30) vs brent_return_1d(t)
brent_return_1d,image_covered,45,1416,,,,,image_covered(t-45) vs brent_return_1d(t)
brent_return_1d,image_covered,60,1401,,,,,image_covered(t-60) vs brent_return_1d(t)
brent_return_1d,image_covered,90,1371,,,,,image_covered(t-90) vs brent_return_1d(t)
